Sentences,Label
Alright everyone! Anyone guess what? I just convinced Paul to give us a test next week!,joy
Let&#39;s go! Tests make us all better learners! Oh yes! We should have essay questions !!,joy
"Hi, Julie!",joy
Oh shoot! I work Monday evening.,sadness
"Um, this farce is incredible. Do you think we should bring them some?",joy
"Yeah, for you!",joy
"Oh, uh ...",fear
I want her to think I could be in a restaurant ... you know?,fear
Oh my God! Go away! Stop searching here!,anger
"Great, now he&#39;s waving.",disgust
"Dude, we gotta do something about this guy.",disgust
"This morning, I caught him looking in our apartment.",disgust
I feel like I can&#39;t do things!,anger
"Are you going to grow up? I&#39;m not talking about sexy stuff, but, like, when I&#39;m cooking naked.",disgust
You think you know me so well.,anger
I can not.,sadness
I can not.,sadness
"She dumped me, I mean I totally trusted her and then one day it was &#39;Okay, bye Pheebs&#39; gone.",sadness
"You know what&#39;s the saddest part, when we were playing together it was like the most fun I&#39;ve ever had like all my life.",sadness
"Is it just you and Rachel, just you two? This is a date. You go on a date.",joy
Well you might want to rethink dirty underwear.,disgust
"What rule? There is no rule, if anything, you owe me a table!",anger
"Well, let&#39;s just say that the impressions you made in butter left little to the imagination.",disgust
You would tell me if you moved well,fear
Absolutely. I love the way you kiss.,joy
Do you think you can hit my daughter and not marry her ?! I&#39;m going to kill you!!,anger
You know it&#39;s not really the perfect time for me,sadness
Okay! So we are going to stay married.,joy
Yes exactly!,joy
And I&#39;ll make everyone call me Mrs. Geller!,joy
"Ok, you see now I&#39;m scared because I don&#39;t think you are joking.",fear
"I mean you fill out a form every now and then and instead of checking the box that says Ms., tick the box that says Ms.!",joy
"Ohh, okay, I&#39;m sorry.",sadness
"Barry, I&#39;m sorry ...",sadness
I am really sorry...,sadness
"I know you probably think that&#39;s all about what I said the other day about you having sex with your socks on, but it&#39;s not ... it&#39;s not , it&#39;s about me, and i ju- hi, machine cut me again ... anyway ...",sadness
"Oh, well, don&#39;t take it to the same place you took the stereo, because they&#39;ve been having this thing for over a week.",disgust
You are disturbing my oboe practice.,anger
I could play the oboe!,anger
Ohhh! It&#39;s so sweet!,joy
Ok okay listen i know i&#39;m Mr. Inappropriate today but it&#39;s so hard i mean to see you walk around and i just wanna touch you and hold you come on nobody just kiss me.,joy
"Ok, that&#39;s it !! Let go!",anger
What&#39;s going on?! This is what is happening !!,anger
I&#39;ve been in your store for twenty minutes trying to get a tie!,anger
What should I do to get service ?!,anger
Hey it&#39;s Mona! Marriage.,joy
Oh hi!,joy
Health!,joy
"Look, I feel really bad about how I scared you before, so I called the dad and asked him to meet you here so you could tell him.",sadness
Go!,anger
"I can play crazy sometimes, but I&#39;m more than a pretty blonde with an ass that won&#39;t let go.",anger
Oh Phoebe!,joy
"Hey, thank you very much for those tickets, Chandler.",joy
"Well that was a really important experience for me, and I wanted to share it with you.",joy
"Oh, you are so wonderful.",joy
Not!,disgust
Chandler is fantastic !!,joy
"Oh my God, we just clicked!",joy
Do you know how people just click?,joy
"Like he came looking for me, and I opened the door, and it was just like, click!",joy
"Oh, and he has such a good heart! Doesn&#39;t he have a good heart?",joy
"Oh, I know and he&#39;s so sweet! Look, he said he was going to call, so pass him right through.",joy
Isn&#39;t that awesome ?!,joy
Hello Darling!,joy
I have bad news.,sadness
What?,fear
"Well, you will be missed here.",sadness
Yeah me too.,sadness
"You know you probably didn&#39;t know it, but in high school I had a, uh, big crush on you.",fear
Oh.,sadness
"Listen, do you think - and try not to let my intense vulnerability become any factor here - but do you think it would be nice if I asked you out?",fear
"Alright ... alright, maybe I will ...",joy
Well you are amazing.,joy
"Oh, you are the best friends anyone has ever had.",joy
"Oh-no-no-no, you are!",joy
"You do this, you give me the right advice, and good listen, I was thinking about what you said yesterday about focusing on a woman, I&#39;m going to do it.",joy
I think someone has a crush on Casey.,joy
May all the pieces of my life fall into place!,joy
I&#39;m a jerk.,sadness
Hmmm ... that&#39;s so sweet.,joy
It&#39;s brilliant!,joy
"Goodbye Mike, see you at the wedding, man!",joy
"Well, you are welcome! Glad to have been able to help.",joy
"Okay, you have 19 questions left. Use them wisely. Come on Joey! You can&#39;t win if you don&#39;t ask for it",joy
"Well, you promised me a fun road trip!",joy
We have been on the road for six hours and you have been asleep for five and a half years!,anger
Sing!!,anger
Morning!,joy
Everything was delicious!,joy
Thank you!,joy
It was. The duck in particular was superb.,joy
Thank you! You didn&#39;t say anything ...,joy
Thank you. Thank you so much!,joy
"I have - and I remember that part very well - a bite of pumpkin pie, and this is the time my parents choose to tell me that they are going to get a divorce.",sadness
Yes. It&#39;s very hard to appreciate a Thanksgiving dinner once you&#39;ve seen it upside down.,sadness
"Ooh, look-look-look-look-look! I got Monica naked!",joy
Oh no. Could I get someone some coffee or… some poison? No? Just for me? Okay.,fear
"I knew it! I knew it, ahh….",joy
Hey!,joy
Hey!,joy
Watch how nervous he gets! We haven&#39;t slept in years!,joy
Now that&#39;s funny. Does it hurt? Does the work hurt?,fear
I just saw Danny get on the subway with a girl and he had his arm around her.,sadness
"Oh, honey, I&#39;m sorry.",sadness
"Well you should be, it&#39;s all your fault! You got involved in our relationship !!",anger
You had no relationship !!,anger
"No, but I was doing my thing and everything was going according to plan!",anger
"Oh my God, stop with the plan!",anger
We do not care?!,anger
It does not mean anything!,anger
Ta-da.,joy
"So, wow, that&#39;s pretty happy, eh.",joy
You always said I would be successful.,joy
"Um, the killer. Ole, ha ha ha.",joy
"Hi Joey, it&#39;s Jane Rogers, I can&#39;t wait for your party tonight.",joy
Hey!,joy
Hey!,joy
"Yeah, it&#39;s such a shame that you can&#39;t make it to that solo show tonight.",sadness
"&quot;Hi Joey, it&#39;s Jane Rogers, I can&#39;t wait for your party tonight&quot;",joy
Stupid Jane Rogers !!,anger
I didn&#39;t have to tell you that !! I am dumber than Jane Rogers !!,anger
F-hah .... flennin ....,fear
I really like waking up with you.,joy
"I also like to wake up with you. Oh! It&#39;s such a beautiful morning. Oh, I can stay here all day.",joy
That would be great!,joy
We could have breakfast in bed,joy
Well that was depressing i think i just bought a sweet pretzel for one of the kids from,sadness
Health!,joy
Thank you! You too.,joy
"No, you know what, you&#39;re not gonna suck me up.",anger
"Oh of course I am, because you always have to be right.",anger
"I don&#39;t always have to be - okay, okay.",anger
"I&#39;m telling you, something is wrong! My brother doesn&#39;t stay out all night.",fear
Oh my God! Where the hell have you been? !!,anger
"Listen, I don&#39;t have to answer your questions! Okay? I&#39;m a big boy, I can do whatever I want!",anger
He got plugged in !! Tell us about her!,joy
"Yeah, we look great together.",joy
Wow! Imagine what our children would look like!,joy
I marry her.,joy
He has the most incredible Porsche in there!,joy
"Now, the old lady is dead.",sadness
Yes!,joy
Ewww. Yeah. Umm. I think I&#39;ll stay here.,disgust
Isn&#39;t that awesome?,joy
Oh yes!,joy
Alright awesome.,joy
You panic.,disgust
Thank you.,joy
"Oh-oh, you&#39;re lying.",disgust
"Yeah, well miss, you better be glad this list was laminated.",anger
"Oh-oh-oh, yeah! That&#39;s right, you take good care of these babies!",joy
"It&#39;s me, Joey!",joy
Left! Thank you.,joy
Yeah absolutely!,joy
"Rachel, we&#39;re sorry we pushed these guys on you.",sadness
Oh that&#39;s good!,joy
"You know, I ended up having a really good time.",joy
You know the charity was very successful and they raised a lot of money and awareness.,joy
No! He blew us away!,anger
I can not believe. Can I tell you something? I&#39;m a little angry with him now.,anger
Can I tell you something? Me too.,anger
"You know what? He didn&#39;t wanna talk to us about his anger, well maybe we don&#39;t talk to him",anger
Ooooh! Freeze it.,joy
It is true!,joy
I love it!,joy
Oh super.,joy
"Look, I… Look, I&#39;m having a good time with you and I just don&#39;t want us to go too fast or put too much pressure on each other.",fear
"So, I&#39;m sorry, I don&#39;t think we should go together yet.",sadness
It&#39;s - it&#39;s too early.,fear
You are so adorable.,joy
This! Let&#39;s talk about it.,joy
Hey!,joy
I did it! I took care of the babies on my own!,joy
Hey!,joy
Hi Ross! The baby is kicking!,joy
Last night! I just felt it and walked into Joey&#39;s room and he was sleeping,joy
"Oh, they&#39;re firefighters.",joy
"No no no. I don&#39;t have a son named Jordie. We all agree, my son&#39;s name is Jamie.",anger
"Alright, that&#39;s all. I want you both to come out.",anger
He started!,anger
You did it!,anger
"I do not care. I&#39;m trying to get a person out of my body here, and you don&#39;t make it any easier.",anger
You go and!,anger
Outside,anger
"Hey, he said, thank you very much, he thinks you look very pretty tonight, your hair as golden as the sun.",joy
I am also thinking of opening my own restaurant.,joy
"Yeah but, Mischa is so interested in you that Sergei and I couldn&#39;t say two words to each other.",anger
What do you want me to do? Sit here in silence while the three of you chat?,anger
we finally arrive at the top of the mountain and the aerial head forgets the camera here!,disgust
"Oh yes. First of all, chasing the Churo guy is not jogging.",disgust
Oh it&#39;s so good you have to try it.,joy
Yes. I&#39;ll wear them to our date tonight.,joy
"Yeah, wow, sorry Rach.",sadness
Why have a photo of Paulette in your pack ?!,anger
Cut! Magnificent!,joy
Great scene yeah?,joy
"Oh you are awesome! And, in this last speech? You soaked me.",joy
Thank you so much.,joy
"So Chandler, your parents must have been thrilled when you told them you were engaged.",joy
I remember when we got engaged for the first time.,joy
You don&#39;t know how it happened ?! Your dog thought my diaphragm was a chew toy!,disgust
At least you don&#39;t hear it for the first time at your fifth grade Halloween party.,disgust
"Either way, we&#39;re really excited about our wedding plans, and I&#39;m guessing we&#39;ll be making a big withdrawal from the Monica wedding fund soon.",joy
"You tell him Jack, I can&#39;t do it.",fear
Do it!,joy
"No, it was painful. Oh my God, they should call it Pain-zine, now with a little wax.",disgust
You know the song! Sing!,joy
"David the scientist, David I was in love with, David who went to Russia and broke my heart David!",sadness
Well yeah. You are superb too. Have you had a haircut?,joy
Yes! Santa Claus is coming!,joy
"Hey, uh, I&#39;m really, really sorry about what happened in the cafeteria today.",sadness
I eat alone in the alley because everyone hates me.,sadness
"You know you&#39;re wearing a white coat, I&#39;m wearing a blue blazer, if that means we can&#39;t be friends at work, then so be it.",sadness
"And he came out, &quot;Squatternut buash?&quot;",joy
"Uh, I really don&#39;t want to tell this story.",sadness
"You know, for me anyway.",sadness
And of course the Indians.,sadness
"Look uh, everybody, you don&#39;t want me to tell this story!",anger
Hi! Phoebe.,joy
"I wanted to apologize if I - you know looked a little pissed off yesterday in my shower. You know, it&#39;s just the hormones, you know.",sadness
They-they-they can feel the fear.,fear
Bing! Ho! And the Bing-ette!,joy
"Hi. So good news, the divorce is final. I signed the papers this morning",joy
"I didn&#39;t know you and Carol were going through a divorce, I&#39;m sorry.",sadness
"Sorry? I finally chewed my leg out of this bear trap. Hey, congratulations to you guys!",joy
"So divorce, marriage, we have a lot to celebrate.",joy
"Tomorrow night is then, I should be out of court by six o&#39;clock.",joy
They keep throwing these sexual harassment cases at me and I kick them out of the park!,joy
"Alright, I&#39;ll see you tomorrow!",joy
I can&#39;t spend another evening with this man.,disgust
Do you remember how he behaved at our wedding?,disgust
This is because he was not invited because of the way he behaved at our engagement party.,disgust
"Oh yes. Boy, urine cups",disgust
"Me too! There is a game on Tuesday, do you want to go?",joy
Yeah that would be great! Let me make sure I don&#39;t do anything on Tuesday.,joy
Pouah. Ross!,disgust
Oh awesome!,joy
"You are a genius, Ross.",joy
"So they all took off, it was pretty hard watching them go, you know?",sadness
"Oh wow, you look great! Glad you were able to make it happen.",joy
"Yeah, yeah, you&#39;re gonna talk to your friend. You tell him, &quot;Nice try.&quot;",disgust
"No, I can&#39;t talk to you! I don&#39;t have any fancy ad in the Yellow Pages!",anger
"Look, Pheebs, I just want to apologize for saying your method was stupid and - and maybe ask you to be my teacher again.",sadness
Uh-huh!,joy
Wow! Cool!,joy
"Yes. Yes, thank you for letting me use your phone ... and saving my life.",joy
I&#39;m really glad we came. You are so cute. I love you.,joy
I don&#39;t have ten minutes !!,anger
"Hey, Ross !!! I told you no!",anger
"Don&#39;t yell at me, it&#39;s the most I&#39;ve seen you in the week",sadness
I am the holiday armadillo! I&#39;m a friend of Santa Claus and he sent me here to wish you a Merry Christmas!,joy
Yes! Yes! Please give it to me!,joy
Stop making candy!,anger
"Oh, you really wanna talk about making people like you, huh, funny man?",anger
"We were on the platform, ready to dance the world into the new millennium, and the guy shouted “CUT!",anger
"Yeah. But of course we had to update it a bit. Hey, by the way, great idea to catch up with me",joy
Hey!,joy
"Okay, look, if you insist on wearing this, in public, you&#39;re going to spend the rest of the afternoon on your own.",disgust
"OK wait. Alright, that&#39;s it, alright, I&#39;m out of here. I will no longer be embarrassed!",anger
"You know, so I don&#39;t read as many important books as you do, and I don&#39;t write deceptive poems that seem to be about one thing but are actually about something else.",anger
You do not even know me ...,anger
"The empty vase is not your concern. Baby, you make me so sad you would think so.",sadness
"I&#39;m sorry, my friend Phoebe ...",sadness
... and live forever like a machine!,joy
"It&#39;s so Janine, you-you-you know what, you know we&#39;re doing right now?",joy
Ba dum bumb cheshhh!,joy
So now I have to go for him to think I totally agree to see him!,joy
"Ok, that will be awesome!",joy
"Oh, isn&#39;t that nice? The three of you try on slutty lingerie together.",disgust
This is not what we are going to do!,disgust
"Why would you mess it up, who was hurt?",disgust
"Julie hi! Chandler Bing, I, I guess you remember me.",joy
Ni-chou chi-ma!,joy
"What did he say, what did he say?",fear
Oh awesome!,joy
"You couldn&#39;t look away all night and then every once in a while you know he would lean a little bit, stroke my hair and touch my neck.",joy
"All I could think of was you know, &quot;Is he going to kiss me? Is he going to kiss me?&quot;",joy
"I&#39;m a lady Monica, I don&#39;t kiss and say. But this hickey speaks for itself.",joy
I love it so much that I feel like I had 10 drinks today and only had six.,joy
"Wow, I&#39;ll never have that feeling again, will I?",sadness
You sound like a guy.,disgust
"No, a guy would say, &quot;I&#39;m never going to sleep with anyone else.&quot;",disgust
"I mean, I… I&#39;ll never have a first kiss again.",sadness
Thank you very much for coming back.,joy
Not now! These are my Thanksgiving pants!,joy
Not!,anger
"Oh, would you watch that Monica?",joy
"I just hit all of your high scores, it&#39;s sad.",joy
"Okay, I&#39;m next. Not! Don&#39;t start another game! I said I was next! Phoebe!",anger
Oh I am sorry. I haven&#39;t heard from you on all the victories.,joy
Chandler! Phoebe monopolizes the game!,anger
"No, there won&#39;t be! I promise I&#39;ll finish this turkey!",joy
It is true!,joy
Because I am a Tribbiani!,joy
We can eat!,joy
Check it out!,joy
Yes indeed! With a beautiful view of ...,joy
"He - he - he got in, he - he got in San Diego.",joy
"He is in! Oh, did you hear that, Marcel? San Diego. San Diego!",joy
You are making a big mistake here.,disgust
Really helped speed up the process!,joy
Yeah! yeah ... The hard part is over!,joy
"This is not the hardest part honey! The hardest part is what comes next, I mean don&#39;t you worry about the results?",fear
You can&#39;t have it.,anger
Give it to me!,anger
Not,anger
I&#39;ll go.,anger
Lol!,joy
Damn you Monica Geller trait d&#39;union Bing!,anger
"What we did was wrong. Oh my God, I just slept with someone who wasn&#39;t alive during the bicentennial.",disgust
"Well, it&#39;s different. My lie didn&#39;t make any of us a criminal in 48 states. What were you thinking?",disgust
I did not think. I was too busy falling ...,joy
Do not say it.,fear
...in love with you.,joy
Sorry.,sadness
"Well, let it go.",anger
"You know you shouldn&#39;t even be here, it&#39;s a school night.",anger
I&#39;m like those women you see with brilliant guys named Chad.,disgust
I am Joan Collins.,disgust
You. Since you haven&#39;t done enough.,anger
"Oh my God, get out!",anger
Get out !!,anger
Get out !!,anger
Get out!,anger
!,anger
"Alright, I know! I know. Yeah, that will be fine.",joy
Oh my God… what is he going to do now?,fear
I can&#39;t watch!,fear
Terrified.,fear
Oh-hey-hey-hey! There you are!,joy
Good! Maybe I will too!,joy
MY SANDWICH !!!!!!,anger
"Yeah, she claimed she suddenly had to leave town.",sadness
"She avoids me, she doesn&#39;t want to tell me where my father is.",sadness
She knows and she won&#39;t tell me.,sadness
"Aww Pheebs, that sucks!",sadness
"Yeah, well, don&#39;t &quot;Aww Pheebs sucks!&quot; me again.",sadness
"Uh, Pheebs, some people call it break and enter.",fear
"Well, are there any people here ?!",anger
"Ohh, so cute.",joy
"Uh-huh, well! But uh, I&#39;m still mad at you.",anger
"Janice. Hi, Janice. OK, let&#39;s go. I think we shouldn&#39;t go out anymore. Janice.",sadness
"Okay. Well, there it is. Stop it, stop it, stop it.",anger
Well you should be embarrassed.,disgust
"I did, but it was really fun.",joy
I&#39;m going crazy! Okay? Do you have something here that looks homemade?,fear
"Hey, thank you very much.",joy
"Oh. Oh, I just can&#39;t believe Clark lifted me up!",anger
"Oh, what are you stupid? It&#39;s been three hours.",anger
"I should just move on to happier things, okay? Uh, why don&#39;t you talk about your lovely wedding?",sadness
Hi Ross! I brought reinforcements.,joy
"Oh awesome! What, you brought Joey?",joy
"Ohh, Joey has best friends!",joy
"Ohh, and the cutest girlfriend!",joy
You are so gentle!,joy
"Ohh, you are so nice!",joy
"You better do something, or I&#39;ll go through this door right away! Good? Are you going?",anger
How could you catch a hitchhiker ?! It could be a rape - a rapist or a killer or something like that!,fear
"You know what? I&#39;m not talking to you! You go back to sleep! And you, are you a rapist ?!",anger
Not!,anger
"Ooh, I&#39;ll play! I will play!",joy
So vulgar.,disgust
Pouah.,disgust
You are the worst man ever!,anger
"Dude, that&#39;s no fun!",anger
What will I do?!,fear
What difference does it make ?!,anger
Man what am I going,fear
"Oh, Joey, I have such a problem!",fear
"I don&#39;t care, Rach! Look, I&#39;m tired of being the guy who knows all the secrets but can&#39;t tell anyone!",disgust
And you are not supposed to chat !!,disgust
I&#39;m not listening to you!,anger
Oh! Yay! Look! There is a room that does not have a floor on it!,joy
So you love drums!,joy
That&#39;s great!,joy
So yes!,joy
Tequila!!,joy
It&#39;s funny.,joy
Yes! And he said some really mean things that were only partially true.,sadness
I&#39;m gonna go over there and teach this guy a lesson.,anger
"Joey, don&#39;t do this. I think it is better that we forget about it.",fear
"It&#39;s easy for you to say, you weren&#39;t almost just killed.",anger
"Oh Maria. You can&#39;t say no to her, she&#39;s like that lycra spandex covered gym… treat.",joy
Not!,anger
"Oh no, you&#39;ll have to come.",fear
Pheebs!,joy
Hey!,joy
"Oh. No! No wait, it&#39;s weird!",disgust
This is weird!,disgust
I think so too. And that little flap? Ideal for holding my lipstick.,joy
And! Do you know what Jake is saying? Women&#39;s underwear is actually more comfortable. And he loves the feel of silk against his skin.,joy
Yeah well the next thing you know he&#39;ll tell you your high heels are good for his posture!,disgust
"Oh yes, he looked like a real lumberjack in those pink maze.",disgust
OK whatever.,disgust
"Of course! Oh Joey, this ring I… it&#39;s beautiful I love it!",joy
Hey!,joy
"No, no, no, don&#39;t dare take me away",anger
"I think, cha-ching!",joy
"Yes! Well done, man! You still have the egg, eh?",joy
&quot;Happy Birthday!&quot;,joy
Damn it!,anger
Rach? Hi!,joy
Health!,joy
"No, no, wait! I can&#39;t let you hang up! Talk to me please.",fear
"It&#39;s just that I&#39;ve been working for ten years now in this meaningless, dead-end job and no one here even knows I exist!",sadness
I&#39;ve been talking to you about killing myself for five minutes now and no one has even looked up from their desk.,sadness
"Uh, I&#39;m going to kill myself!",sadness
What am I going to do?,fear
"Thanks, but I have a bit of a problem here.",fear
"Well, actually, I saved Pheebs a little bit for you.",joy
"Come on Joey, don&#39;t hurt me about this.",sadness
"No, I&#39;m going !!",anger
It is true!,anger
"Yeah, you made me feel really guilty about dating that girl!",anger
Like I did something terrible to you!,anger
"And now Pheebs, you are doing the same!",anger
That… It&#39;s not the same thing! It is,anger
"Okay, my daughter the other night was special. She was also a scientist!",anger
"Well, she graduated from high school!",anger
"I don&#39;t have time to convince you because he&#39;s only here for four hours, and I&#39;m going to go see him!",anger
Good!,anger
Yeah!,anger
Good!,anger
Yeah!,anger
"What are you still doing here ?! I told you, lobster ravioli!",anger
"Okay, this is awesome. No, I&#39;m- Oh.",joy
"Oh. Thank you. Ohhh, thank you very much. Oh, thanks for coming. Uh, just a second!",joy
Yeah!,joy
Let&#39;s go!,anger
No! You let go!,anger
Not!,anger
Give me that!,anger
Let&#39;s go!,anger
"Look, look at your man, Ewing. Nice shot. You know what, he couldn&#39;t touch the water if he was standing on a boat.",disgust
"The Celtics? Ha. They couldn&#39;t hit a boat if ... wait. They suck, okay?",disgust
"Oh shut up. You know, it&#39;s a year of rebuilding. You ... waah!",anger
"Honey, give me another chance, okay, we&#39;ll do it again. We will return to Aruba.",fear
"Dr Farber, we have a little emergency here ... Jason Costalano is choking on his device.",fear
Oh my God...,fear
"Listen, please don&#39;t go anywhere, okay?",fear
I hate you!,anger
Yeah ... I&#39;m sure I&#39;ll always marry her.,joy
"What are you talking about?! Mindy, the guy is the devil! It&#39;s Satan in a blouse!",disgust
"Please, now, no, every time I see it it&#39;s like &quot;Is this lost?&quot; &quot;Is he looking at me?&quot;",fear
I don&#39;t have time for this.,anger
He started mine first!,anger
Oh-oh.,fear
We&#39;ll be there.,joy
"Awesome. I will ah, see you soon.",joy
"All right, go on.",joy
"Uh, candles, champagne, yeah birthdays are great.",joy
"Nothing like that in this life, money in the bank, so Rachel and I broke up.",sadness
"Oh yeah, I would love that.",joy
Oh awesome! Me too.,joy
Because! You could live my fantasy!,joy
"Alright, I can do that! Oh by the way I",joy
"Oh, I just wanted to say &quot;Hey!&quot;",joy
"No, but they got me stuck in personal shopping. Which is just a",sadness
"Come on, no peek!",joy
"Okayyyyy, open up!",joy
"Yeah, it&#39;s for our catering business!",joy
"You know, hey! It was you who ended it, remember?",anger
"Noo !! I do not care! No, I&#39;m not going to practice one-on-one strip poker with you!",anger
"Isn&#39;t that amazing ?! Monica and Chandler, get married.",joy
I know they will be,joy
"Ohh… I mean two best friends who fall in love, how often does that happen?",joy
No! I&#39;m so happy for them!,joy
Me too! So happy for them!,joy
"Well, I&#39;m going to replace him as a food critic for The Chelsea Reporter.",joy
"Wow, Monica! What a great opportunity to influence… dozens of people.",joy
"How can you say yes, what about our restaurant business?",anger
Summer !!,joy
"Oh, in that case… Yeah! It was I who got on board.",joy
"Hey guys! Hey, Ross, a quick question for you. Are you ready to party?",joy
"I know you can&#39;t stand being in the same room as me, so I just thought about trying to apologize on the phone.",sadness
"See, I should never have kissed your girlfriend, but I am",fear
Stop calling !!,anger
"Hey! Hey! Hey! That&#39;s 92.3, WXRK, K-Rock for our daily $ 1000 challenge.",joy
So what?! It doesn&#39;t give you the right to let me down!,anger
I do not accept this rule.,anger
"When we plan, I expect you to show up.",anger
"Alright, I can&#39;t just be a way to kill time until you meet someone better!",anger
"You know boyfriends and girlfriends come and go, but it&#39;s for life!",anger
Ooh good.,joy
One thing is missing.,sadness
"I want to become the ultimate fighting champion! It is the most intense physical competition in the world, it is banned in 49 states!",joy
"Monica, I want you in the front row when I win.",joy
I want you close enough to smell the blood.,joy
My parents will be so happy.,disgust
"When you spoke of Roger, it killed me!",sadness
"I know you probably don&#39;t want to date me, you know because I make too many jokes and have never been in a serious relationship and I guess I&#39;m not technically a &quot;doctor ...&quot;",sadness
Oh yes.,joy
Hey!,joy
Welcome back!,joy
Hey! Can we pick up where we left off?,joy
That one! That one! That one! That one! That one! That one!,disgust
Oh no! Oh no! Oh no! Oh no! No! No! No!,disgust
Oh my God Stu! I can&#39;t believe you did this! Now are you absolutely sure she&#39;s a whore?,disgust
Do you want to watch them. Will I ever find a boyfriend? I&#39;m going to die an old maid.,sadness
"Yeah, I lied before.",sadness
Are you really going to do this?,fear
Yeah. I&#39;m having a baby. I&#39;m having a baby. I&#39;m having a baby!,joy
You said I was boring - Ohh!,anger
"Alright, I&#39;m leaving!",anger
Because I&#39;m not going to spend another day with someone whose goal is to sabotage my every move.,anger
It&#39;s you Rachel!,anger
"And you! I throw myself on you and you say no, how are you gay?",anger
"I can&#39;t believe Jill is gone. I can&#39;t help myself, I opened a door.",sadness
Look! It&#39;s ridiculous. We should blow you away !!,anger
Awesome! Monica is moving!,joy
No Phoebe I&#39;m crazy!,anger
"Yeah, I&#39;m just crazy!",anger
"Oh awesome! Wow! Yeah, it&#39;s comfortable.",joy
"Because all I have to do now is pregnant stuff, it bothers me.",sadness
"See, I didn&#39;t tell you ?! You&#39;re already recovering from Ross!",joy
This is so cute!,joy
Not!,anger
"Look uh, you could put Kathy on, I want to apologize.",sadness
I must say it&#39;s nice to see you again.,joy
I spelled fools.,joy
Not.,sadness
"That-that-that&#39;s not much, okay, II-I&#39;m cool.",fear
"Mon, look at yourself. You have a cookie on your neck.",disgust
"Okay, the other night, I was leaving the museum just as &quot;Laser Floyd&quot; was coming out of the planetarium, without even trying I sold 50 boxes!",joy
"This is where the key to my success came to mind, “the food cravings”. So I uh, I started going to NYU dorms around midnight.",joy
I sell cookies on a case-by-case basis.,joy
They call me: &quot;Cookie Dude!&quot;,joy
Me! On my computer.,joy
Fil!,joy
Goal! Where are the disposable cameras?,joy
"No, sorry man.",sadness
Ohh! It&#39;s so nice to meet you. Hello.,joy
Yes!,joy
Enough!,anger
This game makes no sense!,anger
You know what? You are just upset because you lose.,joy
Let me think. Let me think - Oh! I do not care.,anger
"Choose, you moron!",anger
"Okay, you&#39;ve chosen the Gimmie card! You get all of Ross&#39;s points!",joy
This game is pretty fun.,joy
Very funny Ross!,joy
"Come in there man! Flirt back, mix it up!",joy
"Yeah, II am with that.",joy
"Alright, there you go.",fear
"Tell me about that, eh? Oh no-no-no I&#39;m not with her, it&#39;s just Monica! Ewwuck!",disgust
"Oh honey, I&#39;m sorry, you were right, it feels good!",joy
Faded away! I mean its amazing Pheebs. I feel so free and so gracious. Hey! Watch out for the horse! Sorry!,joy
"No, I&#39;m fair, I want, I need to be alone.",sadness
Open it up! Open it up! Open it up!,joy
Yeah baby!,joy
So we have never heard of your wedding!,joy
What not to like? Cream? Good. Jam? Good. Meat? Goooooood.,joy
Hey!,joy
Health!,joy
Sure!,joy
I would love!,joy
"Well, I can&#39;t give you a massage because my license has been revoked again!",sadness
"I know, don&#39;t I?",joy
Yeah! And I also have it for sale.,joy
So? Let&#39;s go! Explain yourself Geller! First you get my Rachel pregnant!,anger
You did it!,anger
"Yes. Yes, yes I did. But - but it was, it was just a one night stand. It didn&#39;t mean anything.",fear
Oh? Really? Is that what my daughter means to you? Nothing?,anger
"No! No sir uh, she means a lot to me. I mean, I care - I love Rachel.",fear
Oh really? Is that how to treat a friend? Are you causing trouble for her and refusing to marry her?,anger
Hey! I offered to marry her!,anger
Well why not? So can you spend your time with this bum ?!,anger
"I know what time it is, but I&#39;m watching WENUS and I&#39;m not happy! ...",anger
Good!,joy
"&quot;Oh, Chandler, now, now, that&#39;s it. There, faster!&quot;",joy
We won. We won!,joy
Oh I am sorry.,sadness
I&#39;m free! I&#39;m free!,joy
"Aww, is it broken?",sadness
"Whoa, jam! I love jam! Hey, how come we never have jam in our house?",joy
Oh Joey no!,fear
"No thanks, I have a good one too. I, I, I can&#39;t see it.",fear
It&#39;s so weird because every time I go to the dentist I look at the hygienist&#39;s blouse.,joy
It was awful. I felt bad about the way I acted when you said these wonderful things.,sadness
"No, no, that-that is fine. Uh, I&#39;m just glad you called.",joy
"Yeah, I know, it&#39;s my birthday. We should all be here.",sadness
"Alright, Elizabeth Hurely ...",joy
"Hey, you know what, she&#39;s political, she probably wouldn&#39;t let you do that unless you gave four cans first.",disgust
And !! Isabella Rosselini.,joy
"Ooh-hoo. Very hot, very sexy. But ah, you know she&#39;s too international, you know she&#39;ll never be there.",joy
No no no! Federal regulations!,anger
There is no Rachel!,anger
I&#39;m not well. Here it is.,fear
"I&#39;m, I&#39;m sorry you weren&#39;t able to make it to Spacecamp, and I hope maybe somehow it can make up for it.",sadness
Introducing Sarah Tuttle&#39;s Very Special Private Spacecamp!,joy
Oh come on! Here we go! Wait for the mission countdown!,joy
"It&#39;s, I mean, it&#39;s nothing, I&#39;m fine.",sadness
These are my friends.,sadness
They have a taste problem with you.,sadness
"In this, uh, they don&#39;t.",sadness
They don&#39;t see all the good things and all the sweet things.,sadness
"Good and good! My treat. But that&#39;s only because you don&#39;t eat anything, right?",joy
